QueryText,Sector,clean_text,label,balancing
INFORMATION REGARDING FOR THE CONTROL OF LEAF CURL VIRUL DISEASE IN CHILLI(MIRCH) CROP?,HORTICULTURE,information regarding control leaf curl virul disease chilli mirch crop,1,oversampled
"Information regarding control of fruit drop in mango?
",HORTICULTURE,information regarding control fruit drop mango,1,oversampled
INFORMATION REGARDING FOR THE FRUIT DROPPING IN CITRUS CROP ?,HORTICULTURE,information regarding fruit dropping citrus crop,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF YELLOW VEIN MOSAIC VIRUL DISEASE IN OKRA(BHINDI) CROP?,HORTICULTURE,information regarding control yellow vein mosaic virul disease okra bhindi crop,1,oversampled
INFORMATION REGARDING SUITABLE VARIETIES OF OKRA(BHINDI) ?,HORTICULTURE,information regarding suitable varieties okra bhindi,1,oversampled
Information regarding how to improve growth in Capsicum?,HORTICULTURE,information regarding improve growth capsicum,1,oversampled
"Information regarding control of fruit drop in Kinnow?
",HORTICULTURE,information regarding control fruit drop kinnow,1,oversampled
information regarding dose of urea in onion?,HORTICULTURE,information regarding dose urea onion,1,oversampled
CONTROL OF EARLY BLIGHT IN TOMATO?,HORTICULTURE,control early blight tomato,1,oversampled
CONTROL OF FRUIT DROPING ?,HORTICULTURE,control fruit droping,1,oversampled
INFORMATION REGARDING FOR THE FERT. DOSE AT THE TIME OF SQUASH MELON(TINDA)  SOWING?,HORTICULTURE,information regarding fert dose time squash melon tinda sowing,1,oversampled
information  regarding for control of fruit droping in kinnow ?,HORTICULTURE,information regarding control fruit droping kinnow,1,oversampled
"Information regarding Fertilizer in BOTTLE GOURD(Ghia kadoo)?
",HORTICULTURE,information regarding fertilizer bottle gourd ghia kadoo,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF BLIGHT DISEASE IN KADDU CROP?,HORTICULTURE,information regarding control blight disease kaddu crop,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF LATE BLIGHT DISEASE IN TOMATO CROP?,HORTICULTURE,information regarding control late blight disease tomato crop,1,oversampled
 Information regarding weather forecasting? ,HORTICULTURE,information regarding weather forecasting,1,oversampled
INFORMATION REGARDING FOR CONTROL OF BLIGHT IN CITRUS ?,HORTICULTURE,information regarding control blight citrus,1,oversampled
Information  regarding less fruit setting in bottle gourd?,HORTICULTURE,information regarding less fruit setting bottle gourd,1,oversampled
information regarding control of aphid in spinach?,HORTICULTURE,information regarding control aphid spinach,1,oversampled
"--Information regarding fertilizer dose in Okra?
",HORTICULTURE,information regarding fertilizer dose okra,1,oversampled
"Information regarding Contact no. of Punjab Agricultural University Ludhiana ?
",HORTICULTURE,information regarding contact punjab agricultural university ludhiana,1,oversampled
information regarding fungicide,HORTICULTURE,information regarding fungicide,1,oversampled
information regarding to control of fruit borer in brinjal,HORTICULTURE,information regarding control fruit borer brinjal,1,oversampled
Information regarding the control of caterpillar and sucking pests in mint ?,HORTICULTURE,information regarding control caterpillar sucking pests mint,1,oversampled
information regarding to control of citrus psylla in citrus,HORTICULTURE,information regarding control citrus psylla citrus,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF FRUIT BORER IN TOMATO CROP?,HORTICULTURE,information regarding control fruit borer tomato crop,1,oversampled
INFORMATION REGARDING THE CONTROL OF CATERPILLAR IN PUMPKIN ?,HORTICULTURE,information regarding control caterpillar pumpkin,1,oversampled
Information regarding red mite in indian squash ?,HORTICULTURE,information regarding red mite indian squash,1,oversampled
UREA REQUIREMENT FOR CITRUS PLANT OF AGE 2-3 YEARS OLD?,HORTICULTURE,urea requirement citrus plant age years old,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF LATE BLIGHT DISEASE IN TOMATO CROP?,HORTICULTURE,information regarding control late blight disease tomato crop,1,oversampled
INFORMATION REGARDING FOR THE SPACING OF PLANT TO PLANT & ROW TO ROW IN BITTERGOURD(KARELA) CROP?,HORTICULTURE,information regarding spacing plant plant row row bittergourd karela crop,1,oversampled
control of worm in bhindi?,HORTICULTURE,control worm bhindi,1,oversampled
ASKING ABOUT VERITIES OF CUCUMBER,HORTICULTURE,asking verities cucumber,1,oversampled
information regarding to control of root rot  in okra,HORTICULTURE,information regarding control root rot okra,1,oversampled
information regarding weather forecasting?,HORTICULTURE,information regarding weather forecasting,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF POWDRY MILDEW DISEASE IN WATERMELON CROP?,HORTICULTURE,information regarding control powdry mildew disease watermelon crop,1,oversampled
"
Information  regarding root rot in VEGETABLES?
",HORTICULTURE,information regarding root rot vegetables,1,oversampled
drying of poplar?,HORTICULTURE,drying poplar,1,oversampled
INFORMATION REGARDING SOWING TIME OF GINGER ?,HORTICULTURE,information regarding sowing time ginger,1,oversampled
"Information regarding control of cutworms in bhindi?
",HORTICULTURE,information regarding control cutworms bhindi,1,oversampled
INFORMATION REGARDING THE CONTROL OF VIRUS IN BOTTLE ?,HORTICULTURE,information regarding control virus bottle,1,oversampled
INFORMATION REGARDING MUSHROOM?,HORTICULTURE,information regarding mushroom,1,oversampled
TO CONTROL ANTHRACNOSE IN GRAPES?,HORTICULTURE,control anthracnose grapes,1,oversampled
"Information regarding improved varieties of Okra?
",HORTICULTURE,information regarding improved varieties okra,1,oversampled
REGARDING TERMITE IN GUAVA,HORTICULTURE,regarding termite guava,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF FRUIT BORER IN OKRA(BHINDI) CROP?,HORTICULTURE,information regarding control fruit borer okra bhindi crop,1,oversampled
INFORMATION REGARDING CONTROL DROPPING OF FRUITS AND LEAF ?,HORTICULTURE,information regarding control dropping fruits leaf,1,oversampled
INFORMATION REGARDING RED SPIDER MITE IN SPONGE GOURD ?,HORTICULTURE,information regarding red spider mite sponge gourd,1,oversampled
"Information regarding root rot in chili crop?                                                                                                           
",HORTICULTURE,information regarding root rot chili crop,1,oversampled
INFORMATION REGARDING FOR GOOD GROWTH OF BITTER GUARD ?,HORTICULTURE,information regarding good growth bitter guard,1,oversampled
"Information regarding the purple blotch in garlic crop?
",HORTICULTURE,information regarding purple blotch garlic crop,1,oversampled
HOW TO CONTROL FUNGAL DISEASES CHILLI CROP ?,HORTICULTURE,control fungal diseases chilli crop,1,oversampled
REGARDING NO FRUIT IN BOTTLE GAURD,HORTICULTURE,regarding fruit bottle gaurd,1,oversampled
HOW TO CONTROL RED BITTLE IN INDIAN SQUASH CROP ?,HORTICULTURE,control red bittle indian squash crop,1,oversampled
Information regarding control of borer on cauliflower?,HORTICULTURE,information regarding control borer cauliflower,1,oversampled
"Information regarding control of fruit drop in mango?
",HORTICULTURE,information regarding control fruit drop mango,1,oversampled
Information regarding Improved varieties of Radish?,HORTICULTURE,information regarding improved varieties radish,1,oversampled
"information regarding prepration of bordeaux mixture?
",HORTICULTURE,information regarding prepration bordeaux mixture,1,oversampled
information regarding chilli does not bearing fruits ?,HORTICULTURE,information regarding chilli bearing fruits,1,oversampled
INFORMATION REGARDING FOR CONTROL OF FRUIT BORER IN TOMATO ?,HORTICULTURE,information regarding control fruit borer tomato,1,oversampled
Information regarding control of Red Pumpkin beetle in CUCURBITS?,HORTICULTURE,information regarding control red pumpkin beetle cucurbits,1,oversampled
"Information regarding control of Blight in karnoli crop?
",HORTICULTURE,information regarding control blight karnoli crop,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF JASSID ATTACK IN OKRA(BHINDI)?,HORTICULTURE,information regarding control jassid attack okra bhindi,1,oversampled
Information regarding control of Downy mildew or Blight in CUCURBITS?,HORTICULTURE,information regarding control downy mildew blight cucurbits,1,oversampled
information reagrding to control of flower of drop in brinjal?,HORTICULTURE,information reagrding control flower drop brinjal,1,oversampled
"Information regarding control of Virus in Tomato?
",HORTICULTURE,information regarding control virus tomato,1,oversampled
"Information regarding improved varieties of Okra?
",HORTICULTURE,information regarding improved varieties okra,1,oversampled
information regarding control of late blite in tomato?,HORTICULTURE,information regarding control late blite tomato,1,oversampled
" Information regarding control of fungus in Lobia? 
",HORTICULTURE,information regarding control fungus lobia,1,oversampled
problam of deflower in guava?,HORTICULTURE,problam deflower guava,1,oversampled
INFORMATION REGARDING THE CONTROL OF FUNGUS IN PEA ?,HORTICULTURE,information regarding control fungus pea,1,oversampled
"Information regarding control of fruit drop in Citrus?
",HORTICULTURE,information regarding control fruit drop citrus,1,oversampled
Information regarding the control of Aphid in okra ?,HORTICULTURE,information regarding control aphid okra,1,oversampled
information regarding drop of fruit mango?,HORTICULTURE,information regarding drop fruit mango,1,oversampled
Information regarding for Chillies ?,HORTICULTURE,information regarding chillies,1,oversampled
"
Information regarding Contact no. of Punjab Agricultural University Ludhiana ?
",HORTICULTURE,information regarding contact punjab agricultural university ludhiana,1,oversampled
"Information regarding fertilizer dose  in Garlic?
",HORTICULTURE,information regarding fertilizer dose garlic,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF POWDRY MILDEW DISEASE IN WATERMELON CROP?,HORTICULTURE,information regarding control powdry mildew disease watermelon crop,1,oversampled
Information regarding rotting in onion ?,HORTICULTURE,information regarding rotting onion,1,oversampled
PROBLEM OF FLOWERING IN BRINJAL?,HORTICULTURE,problem flowering brinjal,1,oversampled
INFORMATION REGARDING CONTROL OF FRUIT DROP IN CITRUS?,HORTICULTURE,information regarding control fruit drop citrus,1,oversampled
"
Information regarding control of mango malformation?
",HORTICULTURE,information regarding control mango malformation,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF DAMPING OFF DISEASE IN OKRA(BHINDI) CROP?,HORTICULTURE,information regarding control damping disease okra bhindi crop,1,oversampled
"Information regarding control of Red spidermite in CUCURBITS?
",HORTICULTURE,information regarding control red spidermite cucurbits,1,oversampled
"INFORMATION REGARDING FOR THE CONTROL OF MELON APHIDS,CUCUMBER BEETLE & FLEA BEETLE IN CUCUMBER(KHEERA) CROP?",HORTICULTURE,information regarding control melon aphids cucumber beetle flea beetle cucumber kheera crop,1,oversampled
"INFORMATION REGARDING WEED CONTROL IN PEAR ? 
",HORTICULTURE,information regarding weed control pear,1,oversampled
information regarding control of flower falling in pomegranate?,HORTICULTURE,information regarding control flower falling pomegranate,1,oversampled
weed control in okra?,HORTICULTURE,weed control okra,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF FRUIT BORER IN TOMATO CROP?,HORTICULTURE,information regarding control fruit borer tomato crop,1,oversampled
"Information regarding control of Leaf spot in bottle gourd?
",HORTICULTURE,information regarding control leaf spot bottle gourd,1,oversampled
"information regarding cultivation of saffron?
",HORTICULTURE,information regarding cultivation saffron,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF ZINC DEFICIENCY IN GUAVA ?,HORTICULTURE,information regarding control zinc deficiency guava,1,oversampled
weed control in okra?,HORTICULTURE,weed control okra,1,oversampled
"Information regarding control of Brinjal shoot and Fruit borer?
",HORTICULTURE,information regarding control brinjal shoot fruit borer,1,oversampled
INFORMATION REGARDING FOR CONTROL OF FUNGUS IN BRINJAL ?,HORTICULTURE,information regarding control fungus brinjal,1,oversampled
INFORMATION REGARDING FOR CONTROL OF FUNGUS IN GRAPES?,HORTICULTURE,information regarding control fungus grapes,1,oversampled
INFORMATION REGARDING DOSE OF UREA FOR GUAVA SIX YEAR PLANT?,HORTICULTURE,information regarding dose urea guava six year plant,1,oversampled
information regarding to control of jassid in cucumber,HORTICULTURE,information regarding control jassid cucumber,1,oversampled
"Information regarding Sowing time of BOTTLE GOURD(Ghia kaddu)?
",HORTICULTURE,information regarding sowing time bottle gourd ghia kaddu,1,oversampled
Information regarding how to control Fruit Rot in Chillies?,HORTICULTURE,information regarding control fruit rot chillies,1,oversampled
INFORMATION REGARDING FOR CONTROL OF FRUIT DROPPING IN CITRUS PLANT ?,HORTICULTURE,information regarding control fruit dropping citrus plant,1,oversampled
